"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	Births
	"2012"	"2012"	"Nebraska"	"31"	"Male"	"M"	13303
"Total"	"2012"	"2012"	"Nebraska"	"31"			25942
	"2012"	"2012"	"Nevada"	"32"	"Female"	"F"	16891
	"2012"	"2012"	"Nevada"	"32"	"Male"	"M"	18020
"Total"	"2012"	"2012"	"Nevada"	"32"			34911
	"2012"	"2012"	"New Hampshire"	"33"	"Female"	"F"	6070
	"2012"	"2012"	"New Hampshire"	"33"	"Male"	"M"	6282
"Total"	"2012"	"2012"	"New Hampshire"	"33"			12352
	"2012"	"2012"	"New Jersey"	"34"	"Female"	"F"	51138
	"2012"	"2012"	"New Jersey"	"34"	"Male"	"M"	53092
"Total"	"2012"	"2012"	"New Jersey"	"34"			104230
	"2012"	"2012"	"New Mexico"	"35"	"Female"	"F"	13214
	"2012"	"2012"	"New Mexico"	"35"	"Male"	"M"	13854
"Total"	"2012"	"2012"	"New Mexico"	"35"			27068
	"2012"	"2012"	"New York"	"36"	"Female"	"F"	117491
	"2012"	"2012"	"New York"	"36"	"Male"	"M"	123425
"Total"	"2012"	"2012"	"New York"	"36"			240916
	"2012"	"2012"	"North Carolina"	"37"	"Female"	"F"	58665
	"2012"	"2012"	"North Carolina"	"37"	"Male"	"M"	61166
"Total"	"2012"	"2012"	"North Carolina"	"37"			119831
	"2012"	"2012"	"North Dakota"	"38"	"Female"	"F"	4923
	"2012"	"2012"	"North Dakota"	"38"	"Male"	"M"	5183
"Total"	"2012"	"2012"	"North Dakota"	"38"			10106
	"2012"	"2012"	"Ohio"	"39"	"Female"	"F"	67469
	"2012"	"2012"	"Ohio"	"39"	"Male"	"M"	71014
"Total"	"2012"	"2012"	"Ohio"	"39"			138483
	"2012"	"2012"	"Oklahoma"	"40"	"Female"	"F"	25828
	"2012"	"2012"	"Oklahoma"	"40"	"Male"	"M"	26923
"Total"	"2012"	"2012"	"Oklahoma"	"40"			52751
	"2012"	"2012"	"Oregon"	"41"	"Female"	"F"	21941
	"2012"	"2012"	"Oregon"	"41"	"Male"	"M"	23126
"Total"	"2012"	"2012"	"Oregon"	"41"			45067
	"2012"	"2012"	"Pennsylvania"	"42"	"Female"	"F"	69661
	"2012"	"2012"	"Pennsylvania"	"42"	"Male"	"M"	72853
"Total"	"2012"	"2012"	"Pennsylvania"	"42"			142514
	"2012"	"2012"	"Rhode Island"	"44"	"Female"	"F"	5385
	"2012"	"2012"	"Rhode Island"	"44"	"Male"	"M"	5541
"Total"	"2012"	"2012"	"Rhode Island"	"44"			10926
	"2012"	"2012"	"South Carolina"	"45"	"Female"	"F"	28107
	"2012"	"2012"	"South Carolina"	"45"	"Male"	"M"	29048
"Total"	"2012"	"2012"	"South Carolina"	"45"			57155
	"2012"	"2012"	"South Dakota"	"46"	"Female"	"F"	5847
	"2012"	"2012"	"South Dakota"	"46"	"Male"	"M"	6257
"Total"	"2012"	"2012"	"South Dakota"	"46"			12104
	"2012"	"2012"	"Tennessee"	"47"	"Female"	"F"	39088
	"2012"	"2012"	"Tennessee"	"47"	"Male"	"M"	41283
"Total"	"2012"	"2012"	"Tennessee"	"47"			80371
	"2012"	"2012"	"Texas"	"48"	"Female"	"F"	187054
	"2012"	"2012"	"Texas"	"48"	"Male"	"M"	195673
"Total"	"2012"	"2012"	"Texas"	"48"			382727
	"2012"	"2012"	"Utah"	"49"	"Female"	"F"	24957
	"2012"	"2012"	"Utah"	"49"	"Male"	"M"	26508
"Total"	"2012"	"2012"	"Utah"	"49"			51465
	"2012"	"2012"	"Vermont"	"50"	"Female"	"F"	2893
	"2012"	"2012"	"Vermont"	"50"	"Male"	"M"	3116
"Total"	"2012"	"2012"	"Vermont"	"50"			6009
	"2012"	"2012"	"Virginia"	"51"	"Female"	"F"	50295
	"2012"	"2012"	"Virginia"	"51"	"Male"	"M"	52718
"Total"	"2012"	"2012"	"Virginia"	"51"			103013
	"2012"	"2012"	"Washington"	"53"	"Female"	"F"	42745
	"2012"	"2012"	"Washington"	"53"	"Male"	"M"	44718
"Total"	"2012"	"2012"	"Washington"	"53"			87463
	"2012"	"2012"	"West Virginia"	"54"	"Female"	"F"	10302
	"2012"	"2012"	"West Virginia"	"54"	"Male"	"M"	10525
"Total"	"2012"	"2012"	"West Virginia"	"54"			20827
	"2012"	"2012"	"Wisconsin"	"55"	"Female"	"F"	32782
	"2012"	"2012"	"Wisconsin"	"55"	"Male"	"M"	34513
"Total"	"2012"	"2012"	"Wisconsin"	"55"			67295
	"2012"	"2012"	"Wyoming"	"56"	"Female"	"F"	3607
	"2012"	"2012"	"Wyoming"	"56"	"Male"	"M"	3965
"Total"	"2012"	"2012"	"Wyoming"	"56"			7572
"Total"	"2012"	"2012"					3952841
	"2013"	"2013"	"Alabama"	"01"	"Female"	"F"	28535
	"2013"	"2013"	"Alabama"	"01"	"Male"	"M"	29632
"Total"	"2013"	"2013"	"Alabama"	"01"			58167
	"2013"	"2013"	"Alaska"	"02"	"Female"	"F"	5590
	"2013"	"2013"	"Alaska"	"02"	"Male"	"M"	5856
"Total"	"2013"	"2013"	"Alaska"	"02"			11446
	"2013"	"2013"	"Arizona"	"04"	"Female"	"F"	41633
	"2013"	"2013"	"Arizona"	"04"	"Male"	"M"	43967
"Total"	"2013"	"2013"	"Arizona"	"04"			85600
	"2013"	"2013"	"Arkansas"	"05"	"Female"	"F"	18452
	"2013"	"2013"	"Arkansas"	"05"	"Male"	"M"	19380
"Total"	"2013"	"2013"	"Arkansas"	"05"			37832
	"2013"	"2013"	"California"	"06"	"Female"	"F"	241210
	"2013"	"2013"	"California"	"06"	"Male"	"M"	253495
"Total"	"2013"	"2013"	"California"	"06"			494705
	"2013"	"2013"	"Colorado"	"08"	"Female"	"F"	31875
	"2013"	"2013"	"Colorado"	"08"	"Male"	"M"	33132
"Total"	"2013"	"2013"	"Colorado"	"08"			65007
	"2013"	"2013"	"Connecticut"	"09"	"Female"	"F"	17625
	"2013"	"2013"	"Connecticut"	"09"	"Male"	"M"	18460
"Total"	"2013"	"2013"	"Connecticut"	"09"			36085
	"2013"	"2013"	"Delaware"	"10"	"Female"	"F"	5293
	"2013"	"2013"	"Delaware"	"10"	"Male"	"M"	5538
"Total"	"2013"	"2013"	"Delaware"	"10"			10831
	"2013"	"2013"	"District of Columbia"	"11"	"Female"	"F"	4515
	"2013"	"2013"	"District of Columbia"	"11"	"Male"	"M"	4773
"Total"	"2013"	"2013"	"District of Columbia"	"11"			9288
	"2013"	"2013"	"Florida"	"12"	"Female"	"F"	105098
	"2013"	"2013"	"Florida"	"12"	"Male"	"M"	110309
"Total"	"2013"	"2013"	"Florida"	"12"			215407
	"2013"	"2013"	"Georgia"	"13"	"Female"	"F"	62990
	"2013"	"2013"	"Georgia"	"13"	"Male"	"M"	65758
"Total"	"2013"	"2013"	"Georgia"	"13"			128748
	"2013"	"2013"	"Hawaii"	"15"	"Female"	"F"	9088
	"2013"	"2013"	"Hawaii"	"15"	"Male"	"M"	9899
"Total"	"2013"	"2013"	"Hawaii"	"15"			18987
	"2013"	"2013"	"Idaho"	"16"	"Female"	"F"	11033
	"2013"	"2013"	"Idaho"	"16"	"Male"	"M"	11350
"Total"	"2013"	"2013"	"Idaho"	"16"			22383
	"2013"	"2013"	"Illinois"	"17"	"Female"	"F"	76613
	"2013"	"2013"	"Illinois"	"17"	"Male"	"M"	80318
"Total"	"2013"	"2013"	"Illinois"	"17"			156931
	"2013"	"2013"	"Indiana"	"18"	"Female"	"F"	40499
	"2013"	"2013"	"Indiana"	"18"	"Male"	"M"	42603
"Total"	"2013"	"2013"	"Indiana"	"18"			83102
	"2013"	"2013"	"Iowa"	"19"	"Female"	"F"	19210
	"2013"	"2013"	"Iowa"	"19"	"Male"	"M"	19884
"Total"	"2013"	"2013"	"Iowa"	"19"			39094
	"2013"	"2013"	"Kansas"	"20"	"Female"	"F"	19013
	"2013"	"2013"	"Kansas"	"20"	"Male"	"M"	19826
"Total"	"2013"	"2013"	"Kansas"	"20"			38839
	"2013"	"2013"	"Kentucky"	"21"	"Female"	"F"	26882
	"2013"	"2013"	"Kentucky"	"21"	"Male"	"M"	28804
"Total"	"2013"	"2013"	"Kentucky"	"21"			55686
	"2013"	"2013"	"Louisiana"	"22"	"Female"	"F"	30963
	"2013"	"2013"	"Louisiana"	"22"	"Male"	"M"	32238
"Total"	"2013"	"2013"	"Louisiana"	"22"			63201
	"2013"	"2013"	"Maine"	"23"	"Female"	"F"	6143
	"2013"	"2013"	"Maine"	"23"	"Male"	"M"	6633
"Total"	"2013"	"2013"	"Maine"	"23"			12776
	"2013"	"2013"	"Maryland"	"24"	"Female"	"F"	35027
	"2013"	"2013"	"Maryland"	"24"	"Male"	"M"	36926
"Total"	"2013"	"2013"	"Maryland"	"24"			71953
	"2013"	"2013"	"Massachusetts"	"25"	"Female"	"F"	35193
	"2013"	"2013"	"Massachusetts"	"25"	"Male"	"M"	36595
"Total"	"2013"	"2013"	"Massachusetts"	"25"			71788
	"2013"	"2013"	"Michigan"	"26"	"Female"	"F"	55516
	"2013"	"2013"	"Michigan"	"26"	"Male"	"M"	57973
"Total"	"2013"	"2013"	"Michigan"	"26"			113489
	"2013"	"2013"	"Minnesota"	"27"	"Female"	"F"	33735
	"2013"	"2013"	"Minnesota"	"27"	"Male"	"M"	35424
"Total"	"2013"	"2013"	"Minnesota"	"27"			69159
	"2013"	"2013"	"Mississippi"	"28"	"Female"	"F"	19112
	"2013"	"2013"	"Mississippi"	"28"	"Male"	"M"	19522
"Total"	"2013"	"2013"	"Mississippi"	"28"			38634
	"2013"	"2013"	"Missouri"	"29"	"Female"	"F"	36902
	"2013"	"2013"	"Missouri"	"29"	"Male"	"M"	38394
"Total"	"2013"	"2013"	"Missouri"	"29"			75296
	"2013"	"2013"	"Montana"	"30"	"Female"	"F"	6021
	"2013"	"2013"	"Montana"	"30"	"Male"	"M"	6356
"Total"	"2013"	"2013"	"Montana"	"30"			12377
	"2013"	"2013"	"Nebraska"	"31"	"Female"	"F"	12715
	"2013"	"2013"	"Nebraska"	"31"	"Male"	"M"	13380
"Total"	"2013"	"2013"	"Nebraska"	"31"			26095
	"2013"	"2013"	"Nevada"	"32"	"Female"	"F"	17046
	"2013"	"2013"	"Nevada"	"32"	"Male"	"M"	17984
"Total"	"2013"	"2013"	"Nevada"	"32"			35030
	"2013"	"2013"	"New Hampshire"	"33"	"Female"	"F"	6030
	"2013"	"2013"	"New Hampshire"	"33"	"Male"	"M"	6366
"Total"	"2013"	"2013"	"New Hampshire"	"33"			12396
	"2013"	"2013"	"New Jersey"	"34"	"Female"	"F"	50117
	"2013"	"2013"	"New Jersey"	"34"	"Male"	"M"	52458
"Total"	"2013"	"2013"	"New Jersey"	"34"			102575
	"2013"	"2013"	"New Mexico"	"35"	"Female"	"F"	12865
	"2013"	"2013"	"New Mexico"	"35"	"Male"	"M"	13489
"Total"	"2013"	"2013"	"New Mexico"	"35"			26354
	"2013"	"2013"	"New York"	"36"	"Female"	"F"	115703
	"2013"	"2013"	"New York"	"36"	"Male"	"M"	121277
"Total"	"2013"	"2013"	"New York"	"36"			236980
	"2013"	"2013"	"North Carolina"	"37"	"Female"	"F"	58432
	"2013"	"2013"	"North Carolina"	"37"	"Male"	"M"	60570
"Total"	"2013"	"2013"	"North Carolina"	"37"			119002
	"2013"	"2013"	"North Dakota"	"38"	"Female"	"F"	5258
	"2013"	"2013"	"North Dakota"	"38"	"Male"	"M"	5341
"Total"	"2013"	"2013"	"North Dakota"	"38"			10599
	"2013"	"2013"	"Ohio"	"39"	"Female"	"F"	68161
	"2013"	"2013"	"Ohio"	"39"	"Male"	"M"	70775
"Total"	"2013"	"2013"	"Ohio"	"39"			138936
	"2013"	"2013"	"Oklahoma"	"40"	"Female"	"F"	25697
	"2013"	"2013"	"Oklahoma"	"40"	"Male"	"M"	27672
"Total"	"2013"	"2013"	"Oklahoma"	"40"			53369
	"2013"	"2013"	"Oregon"	"41"	"Female"	"F"	22111
	"2013"	"2013"	"Oregon"	"41"	"Male"	"M"	23044
"Total"	"2013"	"2013"	"Oregon"	"41"			45155
	"2013"	"2013"	"Pennsylvania"	"42"	"Female"	"F"	68858
	"2013"	"2013"	"Pennsylvania"	"42"	"Male"	"M"	72063
"Total"	"2013"	"2013"	"Pennsylvania"	"42"			140921
	"2013"	"2013"	"Rhode Island"	"44"	"Female"	"F"	5275
	"2013"	"2013"	"Rhode Island"	"44"	"Male"	"M"	5534
"Total"	"2013"	"2013"	"Rhode Island"	"44"			10809
	"2013"	"2013"	"South Carolina"	"45"	"Female"	"F"	27543
	"2013"	"2013"	"South Carolina"	"45"	"Male"	"M"	29252
"Total"	"2013"	"2013"	"South Carolina"	"45"			56795
	"2013"	"2013"	"South Dakota"	"46"	"Female"	"F"	6059
	"2013"	"2013"	"South Dakota"	"46"	"Male"	"M"	6189
"Total"	"2013"	"2013"	"South Dakota"	"46"			12248
	"2013"	"2013"	"Tennessee"	"47"	"Female"	"F"	38982
	"2013"	"2013"	"Tennessee"	"47"	"Male"	"M"	41010
"Total"	"2013"	"2013"	"Tennessee"	"47"			79992
	"2013"	"2013"	"Texas"	"48"	"Female"	"F"	189105
	"2013"	"2013"	"Texas"	"48"	"Male"	"M"	198235
"Total"	"2013"	"2013"	"Texas"	"48"			387340
	"2013"	"2013"	"Utah"	"49"	"Female"	"F"	24694
	"2013"	"2013"	"Utah"	"49"	"Male"	"M"	26263
"Total"	"2013"	"2013"	"Utah"	"49"			50957
	"2013"	"2013"	"Vermont"	"50"	"Female"	"F"	2832
	"2013"	"2013"	"Vermont"	"50"	"Male"	"M"	3143
"Total"	"2013"	"2013"	"Vermont"	"50"			5975
	"2013"	"2013"	"Virginia"	"51"	"Female"	"F"	49711
	"2013"	"2013"	"Virginia"	"51"	"Male"	"M"	52436
"Total"	"2013"	"2013"	"Virginia"	"51"			102147
	"2013"	"2013"	"Washington"	"53"	"Female"	"F"	41787
	"2013"	"2013"	"Washington"	"53"	"Male"	"M"	44790
"Total"	"2013"	"2013"	"Washington"	"53"			86577
	"2013"	"2013"	"West Virginia"	"54"	"Female"	"F"	10218
	"2013"	"2013"	"West Virginia"	"54"	"Male"	"M"	10607
"Total"	"2013"	"2013"	"West Virginia"	"54"			20825
	"2013"	"2013"	"Wisconsin"	"55"	"Female"	"F"	32564
	"2013"	"2013"	"Wisconsin"	"55"	"Male"	"M"	34085
"Total"	"2013"	"2013"	"Wisconsin"	"55"			66649
	"2013"	"2013"	"Wyoming"	"56"	"Female"	"F"	3698
	"2013"	"2013"	"Wyoming"	"56"	"Male"	"M"	3946
"Total"	"2013"	"2013"	"Wyoming"	"56"			7644
"Total"	"2013"	"2013"					3932181
	"2014"	"2014"	"Alabama"	"01"	"Female"	"F"	29136
	"2014"	"2014"	"Alabama"	"01"	"Male"	"M"	30286
"Total"	"2014"	"2014"	"Alabama"	"01"			59422
	"2014"	"2014"	"Alaska"	"02"	"Female"	"F"	5507
	"2014"	"2014"	"Alaska"	"02"	"Male"	"M"	5885
"Total"	"2014"	"2014"	"Alaska"	"02"			11392
	"2014"	"2014"	"Arizona"	"04"	"Female"	"F"	42349
	"2014"	"2014"	"Arizona"	"04"	"Male"	"M"	44538
"Total"	"2014"	"2014"	"Arizona"	"04"			86887
	"2014"	"2014"	"Arkansas"	"05"	"Female"	"F"	18764
	"2014"	"2014"	"Arkansas"	"05"	"Male"	"M"	19747
"Total"	"2014"	"2014"	"Arkansas"	"05"			38511
	"2014"	"2014"	"California"	"06"	"Female"	"F"	245166
	"2014"	"2014"	"California"	"06"	"Male"	"M"	257713
"Total"	"2014"	"2014"	"California"	"06"			502879
	"2014"	"2014"	"Colorado"	"08"	"Female"	"F"	32271
	"2014"	"2014"	"Colorado"	"08"	"Male"	"M"	33559
"Total"	"2014"	"2014"	"Colorado"	"08"			65830
	"2014"	"2014"	"Connecticut"	"09"	"Female"	"F"	17635
	"2014"	"2014"	"Connecticut"	"09"	"Male"	"M"	18650
"Total"	"2014"	"2014"	"Connecticut"	"09"			36285
	"2014"	"2014"	"Delaware"	"10"	"Female"	"F"	5380
	"2014"	"2014"	"Delaware"	"10"	"Male"	"M"	5592
"Total"	"2014"	"2014"	"Delaware"	"10"			10972
	"2014"	"2014"	"District of Columbia"	"11"	"Female"	"F"	4705
	"2014"	"2014"	"District of Columbia"	"11"	"Male"	"M"	4804
"Total"	"2014"	"2014"	"District of Columbia"	"11"			9509
	"2014"	"2014"	"Florida"	"12"	"Female"	"F"	107208
	"2014"	"2014"	"Florida"	"12"	"Male"	"M"	112783
"Total"	"2014"	"2014"	"Florida"	"12"			219991
	"2014"	"2014"	"Georgia"	"13"	"Female"	"F"	64249
	"2014"	"2014"	"Georgia"	"13"	"Male"	"M"	66697
"Total"	"2014"	"2014"	"Georgia"	"13"			130946
	"2014"	"2014"	"Hawaii"	"15"	"Female"	"F"	8944
	"2014"	"2014"	"Hawaii"	"15"	"Male"	"M"	9606
"Total"	"2014"	"2014"	"Hawaii"	"15"			18550
	"2014"	"2014"	"Idaho"	"16"	"Female"	"F"	11130
	"2014"	"2014"	"Idaho"	"16"	"Male"	"M"	11746
"Total"	"2014"	"2014"	"Idaho"	"16"			22876
	"2014"	"2014"	"Illinois"	"17"	"Female"	"F"	77454
	"2014"	"2014"	"Illinois"	"17"	"Male"	"M"	81102
"Total"	"2014"	"2014"	"Illinois"	"17"			158556
	"2014"	"2014"	"Indiana"	"18"	"Female"	"F"	40876
	"2014"	"2014"	"Indiana"	"18"	"Male"	"M"	43204
"Total"	"2014"	"2014"	"Indiana"	"18"			84080
	"2014"	"2014"	"Iowa"	"19"	"Female"	"F"	19210
	"2014"	"2014"	"Iowa"	"19"	"Male"	"M"	20477
"Total"	"2014"	"2014"	"Iowa"	"19"			39687
	"2014"	"2014"	"Kansas"	"20"	"Female"	"F"	19227
	"2014"	"2014"	"Kansas"	"20"	"Male"	"M"	19996
"Total"	"2014"	"2014"	"Kansas"	"20"			39223
	"2014"	"2014"	"Kentucky"	"21"	"Female"	"F"	27328
	"2014"	"2014"	"Kentucky"	"21"	"Male"	"M"	28842
"Total"	"2014"	"2014"	"Kentucky"	"21"			56170
	"2014"	"2014"	"Louisiana"	"22"	"Female"	"F"	31597
	"2014"	"2014"	"Louisiana"	"22"	"Male"	"M"	32900
"Total"	"2014"	"2014"	"Louisiana"	"22"			64497
	"2014"	"2014"	"Maine"	"23"	"Female"	"F"	6203
	"2014"	"2014"	"Maine"	"23"	"Male"	"M"	6495
"Total"	"2014"	"2014"	"Maine"	"23"			12698
	"2014"	"2014"	"Maryland"	"24"	"Female"	"F"	36111
	"2014"	"2014"	"Maryland"	"24"	"Male"	"M"	37810
"Total"	"2014"	"2014"	"Maryland"	"24"			73921
	"2014"	"2014"	"Massachusetts"	"25"	"Female"	"F"	35004
	"2014"	"2014"	"Massachusetts"	"25"	"Male"	"M"	36904
"Total"	"2014"	"2014"	"Massachusetts"	"25"			71908
	"2014"	"2014"	"Michigan"	"26"	"Female"	"F"	55571
	"2014"	"2014"	"Michigan"	"26"	"Male"	"M"	58804
"Total"	"2014"	"2014"	"Michigan"	"26"			114375
	"2014"	"2014"	"Minnesota"	"27"	"Female"	"F"	34379
	"2014"	"2014"	"Minnesota"	"27"	"Male"	"M"	35525
"Total"	"2014"	"2014"	"Minnesota"	"27"			69904
	"2014"	"2014"	"Mississippi"	"28"	"Female"	"F"	19089
	"2014"	"2014"	"Mississippi"	"28"	"Male"	"M"	19647
"Total"	"2014"	"2014"	"Mississippi"	"28"			38736
	"2014"	"2014"	"Missouri"	"29"	"Female"	"F"	36642
	"2014"	"2014"	"Missouri"	"29"	"Male"	"M"	38718
"Total"	"2014"	"2014"	"Missouri"	"29"			75360
	"2014"	"2014"	"Montana"	"30"	"Female"	"F"	6112
	"2014"	"2014"	"Montana"	"30"	"Male"	"M"	6320
"Total"	"2014"	"2014"	"Montana"	"30"			12432
	"2014"	"2014"	"Nebraska"	"31"	"Female"	"F"	12933
	"2014"	"2014"	"Nebraska"	"31"	"Male"	"M"	13861
"Total"	"2014"	"2014"	"Nebraska"	"31"			26794
	"2014"	"2014"	"Nevada"	"32"	"Female"	"F"	17482
	"2014"	"2014"	"Nevada"	"32"	"Male"	"M"	18379
"Total"	"2014"	"2014"	"Nevada"	"32"			35861
	"2014"	"2014"	"New Hampshire"	"33"	"Female"	"F"	6020
	"2014"	"2014"	"New Hampshire"	"33"	"Male"	"M"	6282
"Total"	"2014"	"2014"	"New Hampshire"	"33"			12302
	"2014"	"2014"	"New Jersey"	"34"	"Female"	"F"	50614
	"2014"	"2014"	"New Jersey"	"34"	"Male"	"M"	52691
"Total"	"2014"	"2014"	"New Jersey"	"34"			103305
	"2014"	"2014"	"New Mexico"	"35"	"Female"	"F"	12784
	"2014"	"2014"	"New Mexico"	"35"	"Male"	"M"	13268
"Total"	"2014"	"2014"	"New Mexico"	"35"			26052
	"2014"	"2014"	"New York"	"36"	"Female"	"F"	117199
	"2014"	"2014"	"New York"	"36"	"Male"	"M"	121574
"Total"	"2014"	"2014"	"New York"	"36"			238773
	"2014"	"2014"	"North Carolina"	"37"	"Female"	"F"	59148
	"2014"	"2014"	"North Carolina"	"37"	"Male"	"M"	61827
"Total"	"2014"	"2014"	"North Carolina"	"37"			120975
	"2014"	"2014"	"North Dakota"	"38"	"Female"	"F"	5630
	"2014"	"2014"	"North Dakota"	"38"	"Male"	"M"	5729
"Total"	"2014"	"2014"	"North Dakota"	"38"			11359
	"2014"	"2014"	"Ohio"	"39"	"Female"	"F"	68151
	"2014"	"2014"	"Ohio"	"39"	"Male"	"M"	71316
"Total"	"2014"	"2014"	"Ohio"	"39"			139467
	"2014"	"2014"	"Oklahoma"	"40"	"Female"	"F"	26123
	"2014"	"2014"	"Oklahoma"	"40"	"Male"	"M"	27216
"Total"	"2014"	"2014"	"Oklahoma"	"40"			53339
	"2014"	"2014"	"Oregon"	"41"	"Female"	"F"	22290
	"2014"	"2014"	"Oregon"	"41"	"Male"	"M"	23266
"Total"	"2014"	"2014"	"Oregon"	"41"			45556
	"2014"	"2014"	"Pennsylvania"	"42"	"Female"	"F"	69393
	"2014"	"2014"	"Pennsylvania"	"42"	"Male"	"M"	72875
"Total"	"2014"	"2014"	"Pennsylvania"	"42"			142268
	"2014"	"2014"	"Rhode Island"	"44"	"Female"	"F"	5291
	"2014"	"2014"	"Rhode Island"	"44"	"Male"	"M"	5532
"Total"	"2014"	"2014"	"Rhode Island"	"44"			10823
	"2014"	"2014"	"South Carolina"	"45"	"Female"	"F"	28254
	"2014"	"2014"	"South Carolina"	"45"	"Male"	"M"	29373
"Total"	"2014"	"2014"	"South Carolina"	"45"			57627
	"2014"	"2014"	"South Dakota"	"46"	"Female"	"F"	5971
	"2014"	"2014"	"South Dakota"	"46"	"Male"	"M"	6312
"Total"	"2014"	"2014"	"South Dakota"	"46"			12283
	"2014"	"2014"	"Tennessee"	"47"	"Female"	"F"	39992
	"2014"	"2014"	"Tennessee"	"47"	"Male"	"M"	41610
"Total"	"2014"	"2014"	"Tennessee"	"47"			81602
	"2014"	"2014"	"Texas"	"48"	"Female"	"F"	195118
	"2014"	"2014"	"Texas"	"48"	"Male"	"M"	204648
"Total"	"2014"	"2014"	"Texas"	"48"			399766
	"2014"	"2014"	"Utah"	"49"	"Female"	"F"	24859
	"2014"	"2014"	"Utah"	"49"	"Male"	"M"	26295
"Total"	"2014"	"2014"	"Utah"	"49"			51154
	"2014"	"2014"	"Vermont"	"50"	"Female"	"F"	2953
	"2014"	"2014"	"Vermont"	"50"	"Male"	"M"	3177
"Total"	"2014"	"2014"	"Vermont"	"50"			6130
	"2014"	"2014"	"Virginia"	"51"	"Female"	"F"	50534
	"2014"	"2014"	"Virginia"	"51"	"Male"	"M"	52766
"Total"	"2014"	"2014"	"Virginia"	"51"			103300
	"2014"	"2014"	"Washington"	"53"	"Female"	"F"	43191
	"2014"	"2014"	"Washington"	"53"	"Male"	"M"	45394
"Total"	"2014"	"2014"	"Washington"	"53"			88585
	"2014"	"2014"	"West Virginia"	"54"	"Female"	"F"	9941
	"2014"	"2014"	"West Virginia"	"54"	"Male"	"M"	10360
"Total"	"2014"	"2014"	"West Virginia"	"54"			20301
	"2014"	"2014"	"Wisconsin"	"55"	"Female"	"F"	32595
	"2014"	"2014"	"Wisconsin"	"55"	"Male"	"M"	34566
"Total"	"2014"	"2014"	"Wisconsin"	"55"			67161
	"2014"	"2014"	"Wyoming"	"56"	"Female"	"F"	3662
	"2014"	"2014"	"Wyoming"	"56"	"Male"	"M"	4034
"Total"	"2014"	"2014"	"Wyoming"	"56"			7696
"Total"	"2014"	"2014"					3988076
	"2015"	"2015"	"Alabama"	"01"	"Female"	"F"	29306
	"2015"	"2015"	"Alabama"	"01"	"Male"	"M"	30351
"Total"	"2015"	"2015"	"Alabama"	"01"			59657
	"2015"	"2015"	"Alaska"	"02"	"Female"	"F"	5493
	"2015"	"2015"	"Alaska"	"02"	"Male"	"M"	5789
"Total"	"2015"	"2015"	"Alaska"	"02"			11282
	"2015"	"2015"	"Arizona"	"04"	"Female"	"F"	41600
	"2015"	"2015"	"Arizona"	"04"	"Male"	"M"	43751
"Total"	"2015"	"2015"	"Arizona"	"04"			85351
	"2015"	"2015"	"Arkansas"	"05"	"Female"	"F"	18939
	"2015"	"2015"	"Arkansas"	"05"	"Male"	"M"	19947
"Total"	"2015"	"2015"	"Arkansas"	"05"			38886
	"2015"	"2015"	"California"	"06"	"Female"	"F"	239565
	"2015"	"2015"	"California"	"06"	"Male"	"M"	252183
"Total"	"2015"	"2015"	"California"	"06"			491748
	"2015"	"2015"	"Colorado"	"08"	"Female"	"F"	32548
	"2015"	"2015"	"Colorado"	"08"	"Male"	"M"	34033
"Total"	"2015"	"2015"	"Colorado"	"08"			66581
	"2015"	"2015"	"Connecticut"	"09"	"Female"	"F"	17541
	"2015"	"2015"	"Connecticut"	"09"	"Male"	"M"	18205
"Total"	"2015"	"2015"	"Connecticut"	"09"			35746
	"2015"	"2015"	"Delaware"	"10"	"Female"	"F"	5600
	"2015"	"2015"	"Delaware"	"10"	"Male"	"M"	5566
"Total"	"2015"	"2015"	"Delaware"	"10"			11166
	"2015"	"2015"	"District of Columbia"	"11"	"Female"	"F"	4680
	"2015"	"2015"	"District of Columbia"	"11"	"Male"	"M"	4898
"Total"	"2015"	"2015"	"District of Columbia"	"11"			9578
	"2015"	"2015"	"Florida"	"12"	"Female"	"F"	109167
	"2015"	"2015"	"Florida"	"12"	"Male"	"M"	115102
"Total"	"2015"	"2015"	"Florida"	"12"			224269
	"2015"	"2015"	"Georgia"	"13"	"Female"	"F"	64383
	"2015"	"2015"	"Georgia"	"13"	"Male"	"M"	67021
"Total"	"2015"	"2015"	"Georgia"	"13"			131404
	"2015"	"2015"	"Hawaii"	"15"	"Female"	"F"	9061
	"2015"	"2015"	"Hawaii"	"15"	"Male"	"M"	9359
"Total"	"2015"	"2015"	"Hawaii"	"15"			18420
	"2015"	"2015"	"Idaho"	"16"	"Female"	"F"	11328
	"2015"	"2015"	"Idaho"	"16"	"Male"	"M"	11499
"Total"	"2015"	"2015"	"Idaho"	"16"			22827
	"2015"	"2015"	"Illinois"	"17"	"Female"	"F"	77080
	"2015"	"2015"	"Illinois"	"17"	"Male"	"M"	81036
"Total"	"2015"	"2015"	"Illinois"	"17"			158116
	"2015"	"2015"	"Indiana"	"18"	"Female"	"F"	40817
	"2015"	"2015"	"Indiana"	"18"	"Male"	"M"	43223
"Total"	"2015"	"2015"	"Indiana"	"18"			84040
	"2015"	"2015"	"Iowa"	"19"	"Female"	"F"	19223
	"2015"	"2015"	"Iowa"	"19"	"Male"	"M"	20259
